1,2
2,3
4,5
5,6
7,8
8,9
10,11
11,12
13,14
15,16
15,17
15,18
15,19
20,21
22,23
24,25
3,26
6,26
9,26
12,26
27,28
27,29
27,30
27,31
27,32
27,33
34,35
34,36
34,37
36,38
38,39
40,41
42,43
42,42
44,42
45,46
47,48
49,50
51,52
51,51
53,54
55,56
55,57
55,19
58,54
59,60
59,19
59,61
62,54
63,64
65,66
65,67
65,15
65,68
69,54
70,71
70,72
70,73
70,15
